age,avg_year,free_agency_year,fully_guaranteed,player,position,team,total_guaranteed,total_value 
29,12250000,2023,"$24,000,000",Malcolm Butler,defensive-back,Titans,30000000,61250000
28,12000000,2021,"$23,100,000",Darius Slay,defensive-back,Lions,23100000,48000000
25,6984418,2021,"$27,937,672",Jared Goff,quarterback,Rams,27937672,27937672
27,6669085,2021,"$26,676,338",Carson Wentz,quarterback,Eagles,26676338,26676338
0,2855540,2020,$0,Jerry Tillery,4-3-defensive-tackle,Chargers,0,11422158
23,2538739,2022,"$8,995,072",Taven Bryan,4-3-defensive-tackle,Jaguars,8995072,10154954
2020,585000,2022,$0,Demetrius Knox,left-guard,Seahawks,0,1755000
30,8500000,2020,"$9,500,000",Jabaal Sheard,defensive-line,Colts,12750000,25500000
29,2950000,2022,"$4,100,000",Josh Hill,tight-end,Saints,4700000,8850000
31,2866667,2021,"$5,900,000",Virgil Green,tight-end,Chargers,5900000,8600000
26,704912,,"$419,648",Carlos Watkins,3-4-defensive-end,Texans,419648,2819648
23,695367,2022,"$321,468",RJ McIntosh,3-4-defensive-end,Giants,321468,2781468
2020,1267022,2023,"$2,926,248",Max Scharping,right-tackle,Texans,2926248,50268088
24,1101660,2022,"$2,145,593",Brian O’Neill,right-tackle,Vikings,2145593,4406640
29,1850000,2021,"$2,000,000",Brandon Bolden,running-back,Patriots,2000000,3700000
24,1845774,2022,"$5,297,114",Nick Chubb,running-back,Browns,5297114,7383094
28,895000,2020,"$50,000",Josh Wells,left-tackle,Jaguars,50000,895000
25,886567,2022,"$901,268",Martinas Rankin,left-tackle,Texans,901268,3546268
30,7250000,2023,"$10,700,000",Cole Beasley,wide-receiver,Bills,14400000,29000000
27,6800000,2022,"$10,000,000",Robert Woods,wide-receiver,Rams,15000000,34000000
28,6500000,2022,"$14,000,000",Taylor Gabriel,wide-receiver,Bears,14000000,26000000
28,720000,2020,$0,Hroniss Grasu,center,Titans,0,720000
27,720000,2020,$0,Jake Brendel,center,Broncos,0,720000
32,7000000,2022,"$4,000,000",Patrick Chung,safety,Patriots,4000000,7000000
28,6500000,2022,"$7,414,000",Ricardo Allen,safety,Falcons,10914000,19500000
27,6500000,2021,"$5,521,865",Jaquiski Tartt,safety,49ers,8521865,13000000
29,3785000,2023,"$6,500,000",Josh Lambo,kicker,Jaguars,6500000,15500000
27,4000000,2021,"$1,000,000",Jake Ryan,inside-linebacker,Jaguars,1000000,8000000
33,3825000,2020,$0,Wesley Woodyard,inside-linebacker,Titans,750000,7650000
29,8875000,2021,"$17,000,000",Dont’a Hightower,4-3-outside-linebacker,Patriots,19000000,35500000
27,8500000,2023,"$17,000,000",Jordan Hicks,4-3-outside-linebacker,Cardinals,20000000,34000000
30,2175000,2022,"$2,500,000",Chris Jones,punter,Cowboys,2500000,8700000
32,1067500,2022,"$875,000",Andrew DePaola,long-snapper,Raiders,875000,4270000
29,1061667,2023,"$850,000",Charley Hughlett,long-snapper,Browns,850000,6370000
23,1798422,2022,"$4,598,758",Braden Smith,right-guard,Colts,4598758,7193688
0,1785571,2020,$0,Dalton Risner,right-guard,Broncos,0,7142282
33,4625000,2021,"$5,500,000",Clay Matthews,3-4-outside-linebacker,Rams,5500000,9250000
27,4000000,2021,"$2,195,000",Anthony Chickillo,3-4-outside-linebacker,Steelers,2195000,8000000
30,11416667,2022,"$20,000,000",Casey Hayward,defensive-back,Chargers,20000000,34250000
0,6416014,2020,$0,Daniel Jones,quarterback,Giants,0,25664056
27,2528500,2020,"$2,455,000",Xavier Williams,4-3-defensive-tackle,Chiefs,3455000,5057000
31,2475000,2020,"$3,000,000",Jack Crawford,4-3-defensive-tackle,Falcons,3000000,9900000
2020,585000,2022,$0,Lester Cotton,left-guard,Raiders,0,1755000
2020,585000,2022,$0,Larry Williams,left-guard,Packers,0,1755000
24,579412,2021,"$28,235",Nico Falah,left-guard,Broncos,28235,1738235
0,8387969,2020,$0,Nick Bosa,defensive-line,49ers,0,33551874
34,8375000,2021,"$4,000,000",Michael Bennett,defensive-line,Patriots,4000000,16750000
25,2773714,2021,"$11,094,856",O.J. Howard,tight-end,Buccaneers,11094856,11094856
26,2759008,2022,"$10,400,860",Hayden Hurst,tight-end,Ravens,10400860,11036032
27,690000,2021,$0,Chris Landrum,3-4-defensive-end,Texans,0,1380000
25,1039538,2021,"$1,877,633",Taylor Moton,right-tackle,Panthers,1877633,4158150
24,1023834,2022,"$1,058,424",Brandon Parker,right-tackle,Raiders,1058424,4095336
22,1767982,2022,"$3,223,220",Ronald Jones II,running-back,Buccaneers,3223220,7071926
26,1650000,2021,"$2,100,000",Malcolm Brown,running-back,Rams,2100000,3300000
0,870545,2023,"$822,180",Yodny Cajuste,left-tackle,Patriots,822180,3482180
24,863011,2022,"$818,892",Joseph Noteboom,left-tackle,Rams,818892,3452043
30,6500000,2021,"$14,000,000",Mohamed Sanu,wide-receiver,Falcons,14000000,32500000
0,707706,2023,"$310,824",Ross Pierschbacher,center,Redskins,310824,2830824
26,690000,2021,$0,Anthony Fabiano,center,Eagles,0,1380000
28,6200000,2022,"$7,500,000",Quandre Diggs,safety,Lions,9557000,18600000
28,3751333,2021,"$6,000,000",Brandon McManus,kicker,Broncos,8250000,11254000
25,3095000,2020,$0,Ka’imi Fairbairn,kicker,Texans,0,3095000
27,3645041,2020,"$9,507,204",Ryan Shazier,inside-linebacker,Steelers,9507204,18225204
33,3500000,2020,"$1,000,000",Sean Lee,inside-linebacker,Cowboys,1000000,3500000
30,7750000,2023,"$4,000,000",Nigel Bradham,4-3-outside-linebacker,Eagles,4000000,31000000
29,7227500,2021,"$16,000,000",Kiko Alonso,4-3-outside-linebacker,Dolphins,18500000,28910000
37,2000000,2021,"$1,000,000",Andy Lee,punter,Cardinals,1500000,4000000
28,1850000,2021,"$750,000",Jordan Berry,punter,Steelers,750000,3700000
29,1037500,2022,"$620,000",Aaron Brewer,long-snapper,Cardinals,620000,4150000
29,1000000,2021,"$500,000",Kevin McDermott,long-snapper,Vikings,500000,4000000
25,1671727,2021,"$4,221,701",Forrest Lamp,right-guard,Chargers,4221701,6686906
30,1600000,2020,"$400,000",Tom Compton,right-guard,Jets,400000,1600000
22,3969328,2023,"$15,877,312",Rashan Gary,3-4-outside-linebacker,Packers,15877312,15877312
27,3945748,2021,"$15,782,990",Leonard Floyd,3-4-outside-linebacker,Bears,15782990,15782990
31,11000000,2022,"$23,000,000",Kareem Jackson,defensive-back,Broncos,23000000,33000000
30,10500000,2022,"$12,000,000",Dre Kirkpatrick,defensive-back,Bengals,12000000,52500000
25,6337819,2020,"$25,351,277",Jameis Winston,quarterback,Buccaneers,25351277,25351277
26,6053494,2020,"$24,213,974",Marcus Mariota,quarterback,Titans,24213974,24213974
25,2350000,2021,"$950,000",Mario Edwards,4-3-defensive-tackle,Saints,950000,470000
25,2150148,2020,"$6,977,784",Robert Nkemdiche,4-3-defensive-tackle,Cardinals,6977784,8600592
24,574167,2021,"$12,500",Brendan Mahon,left-guard,Panthers,12500,1722500
24,571667,2021,"$25,000",Nick Gates,left-guard,Giants,25000,1715000
29,8000000,2020,"$6,000,000",Robert Quinn,defensive-line,Cowboys,6000000,8000000
31,2750000,2021,"$1,500,000",Luke Stocker,tight-end,Falcons,1500000,5500000
25,2679637,2021,"$10,341,925",Evan Engram,tight-end,Giants,10341925,10718546
23,689870,2022,"$299,480",Bilal Nichols,3-4-defensive-end,Bears,299480,2759480
32,922500,2020,$0,Derek Newton,right-tackle,Saints,0,1845000
22,1625925,2022,"$4,065,583",Kerryon Johnson,running-back,Lions,4065583,6503698
26,1600000,2021,"$500,000",TJ Yeldon,running-back,Bills,500000,3200000
22,851841,2022,"$812,364",Chukwuma Okorafor,left-tackle,Steelers,812364,3407364
0,849268,2020,$0,Chuma Edoga,left-tackle,Jets,0,3397072
24,6348688,2021,"$25,394,750",Corey Davis,wide-receiver,Titans,25394750,25394750
29,6283333,2022,"$6,450,000",Marquise Goodwin,wide-receiver,49ers,9400000,18850000
25,5665780,2020,"$22,663,120",Amari Cooper,wide-receiver,Cowboys,22663120,22663120
0,677032,2020,$0,Lamont Gaillard,center,Cardinals,0,2708128
28,675000,2020,$0,Josh Andrews,center,Colts,0,1350000
29,6100000,2022,"$10,300,000",Micah Hyde,safety,Bills,14000000,30500000
28,6002500,2022,"$6,260,000",T.J. McDonald,safety,Dolphins,9900000,24010000
34,2950000,2020,"$4,000,000",Stephen Hauschka,kicker,Bills,4000000,8850000
29,2525000,2021,"$1,201,072",Dustin Hopkins,kicker,Redskins,1201072,7575000
21,3164886,2022,"$12,659,544",Tremaine Edmunds,inside-linebacker,Bills,12659544,12659544
27,3095000,2020,$0,Patrick Onwuasor,inside-linebacker,Ravens,0,3095000
30,7000000,2021,"$6,500,000",K.J. Wright,4-3-outside-linebacker,Seahawks,7500000,14000000
28,1750000,2021,"$1,750,000",Pat O’Donnell,punter,Bears,1750000,3500000
29,1560000,2021,"$1,850,000",Tress Way,punter,Redskins,2350000,7800000
29,1000000,2020,$0,Casey Kreiter,long-snapper,Broncos,0,1000000
33,975000,2020,"$330,000",Jon Weeks,long-snapper,Texans,330000,3900000
28,1250000,2020,"$250,000",Oday Aboushi,right-guard,Lions,250000,1250000
31,895000,2020,"$90,000",Jordan Devey,right-guard,Raiders,90000,895000
26,3690598,2020,"$8,632,701",Bud Dupree,3-4-outside-linebacker,Steelers,8632701,18454286
24,3400000,2021,"$3,425,000",Romeo Okwara,3-4-outside-linebacker,Lions,3575000,6800000
31,10275500,2020,"$21,000,000",Jimmy Smith,defensive-back,Ravens,21000000,41102000
30,5500000,2021,"$6,000,000",Tyrod Taylor,quarterback,Chargers,6000000,11000000
37,5500000,2021,"$7,000,000",Ryan Fitzpatrick,quarterback,Dolphins,7000000,11000000
25,2099129,2020,"$6,801,536",Vernon Butler,4-3-defensive-tackle,Panthers,6801536,8396516
27,2025000,2020,$0,Brandon Dunn,4-3-defensive-tackle,Texans,0,2025000
25,571667,2021,"$5,000",Aaron Stinnie,left-guard,Titans,5000,1715000
23,570000,2021,$0,Jamil Demby,left-guard,Rams,0,1710000
0,7840206,2020,$0,Clelin Ferrell,defensive-line,Raiders,0,31360824
24,7603064,2021,"$30,412,254",Myles Garrett,defensive-line,Browns,30412254,30412254
31,2500000,2020,"$3,500,000",Garrett Celek,tight-end,49ers,4500000,10000000
23,2381336,2021,"$8,191,434",David Njoku,tight-end,Browns,8191434,9525345
25,680848,2020,"$383,392",Willie Henry,3-4-defensive-end,Ravens,383392,2723392
25,680848,2020,"$383,392",Dean Lowry,3-4-defensive-end,Packers,383392,2723392
27,895000,2020,"$90,000",Cedric Ogbuehi,right-tackle,Jaguars,90000,895000
24,1588328,2021,"$3,979,375",Dalvin Cook,running-back,Vikings,3979375,6353310
28,1500000,2020,"$450,000",C.J. Anderson,running-back,Lions,450000,1500000
0,835543,2020,$0,Bobby Evans,left-tackle,Rams,0,3342172
28,819704,2020,"$787,536",Shon Coleman,left-tackle,49ers,787536,3278816
28,10000000,2020,"$12,000,000",Logan Ryan,cornerback,Titans,16000000,30000000
33,5500000,2020,"$7,000,000",Julian Edelman,wide-receiver,Patriots,9000000,11000000
28,5500000,2020,"$2,500,000",Allen Hurns,wide-receiver,Cowboys,2500000,11000000
28,5000000,2021,"$5,000,000",Cordarrelle Patterson,wide-receiver,Bears,5000000,10000000
30,675000,2020,$0,James Ferentz,center,Patriots,0,1350000
23,657139,2022,"$168,556",Sam Jones,center,Broncos,168556,2628556
28,6000000,2023,"$7,250,000",Kenny Vaccaro,safety,Titans,11500000,24000000
24,5564702,2021,"$22,258,808",Jamal Adams,safety,Jets,22258808,22258808
28,2300000,2020,"$500,000",Chandler Catanzaro,kicker,Jets,600000,2300000
32,2250000,2020,"$2,375,000",Greg Zuerlein,kicker,Rams,2375000,6750000
30,2102500,2021,"$750,000",Randy Bullock,kicker,Bengals,750000,4205000
26,3095000,2020,$0,Cory Littleton,inside-linebacker,Rams,0,3095000
23,2961946,2022,"$11,847,784",Leighton Vander Esch,inside-linebacker,Cowboys,11847784,11847784
23,2894298,2022,"$11,577,192",Rashaan Evans,inside-linebacker,Titans,11577192,11577192
29,6333333,2021,"$6,075,000",Tahir Whitehead,4-3-outside-linebacker,Raiders,12150000,19000000
28,5750000,2021,"$7,500,000",Devon Kennard,4-3-outside-linebacker,Lions,8500000,17250000
28,5375000,2020,"$5,500,000",Kyle Van Noy,4-3-outside-linebacker,Patriots,5500000,10750000
28,5000000,2020,"$5,700,000",A.J. Klein,4-3-outside-linebacker,Saints,5700000,15000000
29,1500000,2020,"$100,000",Ryan Allen,punter,Patriots,100000,1500000
27,821018,2023,"$764,072",Mitch Wishnowsky,punter,49ers,764072,3284072
0,702519,2020,$0,Jake Bailey,punter,Patriots,0,2810076
34,955000,2020,$0,Matt Overton,long-snapper,Jaguars,0,955000
25,915000,2022,"$445,000",Reid Ferguson,long-snapper,Bills,445000,2745000
30,890000,2022,"$500,000",James Winchester,long-snapper,Chiefs,500000,4450000
0,879328,2020,$0,Michael Deiter,right-guard,Dolphins,0,3517312
29,870000,2020,"$565,000",Earl Watford,right-guard,Buccaneers,565000,870000
0,868062,2020,$0,Nate Davis,right-guard,Titans,0,3472248
0,850779,2020,$0,Connor McGovern,right-guard,Cowboys,0,3403116
0,2910314,2020,$0,Montez Sweat,3-4-outside-linebacker,Redskins,0,11641256
25,2314703,2021,"$7,933,745",T.J. Watt,3-4-outside-linebacker,Steelers,7933745,9258810
26,2025000,2020,$0,Brennan Scarlett,3-4-outside-linebacker,Texans,0,2025000
27,10000000,2020,"$9,500,000",Bradley Roby,defensive-back,Texans,9500000,10000000
23,5295759,2022,"$21,183,034",Josh Allen,quarterback,Bills,21183034,21183034
33,5000000,2020,"$7,000,000",Chase Daniel,quarterback,Bears,7000000,10000000
22,4399440,2022,"$17,597,760",Josh Rosen,quarterback,Dolphins,17597760,17597760
27,2000000,2020,"$1,000,000",Timmy Jernigan,4-3-defensive-tackle,Eagles,1000000,2000000
26,1750000,2020,"$1,600,000",Rodney Gunter,4-3-defensive-tackle,Cardinals,1600000,1750000
27,570000,2020,$0,Chad Slade,left-guard,Giants,0,570000
29,7500000,2021,"$7,875,000",Trent Murphy,defensive-line,Bills,10375000,22500000
32,7500000,2020,"$9,000,000",Mario Addison,defensive-line,Panthers,11250000,22500000
35,2100000,2020,"$500,000",Marcedes Lewis,tight-end,Packers,500000,2100000
26,675000,2020,$0,Anthony Lanier,3-4-defensive-end,Chargers,0,1350000
0,672158,2023,"$168,632",Isaiah Buggs,3-4-defensive-end,Steelers,168632,2688632
23,872930,2022,"$865,720",Orlando Brown,right-tackle,Ravens,865720,3491720
29,860000,2020,$0,Austin Pasztor,right-tackle,Titans,0,1720000
23,1362541,2021,"$2,816,487",Joe Mixon,running-back,Bengals,2816487,5450162
25,1351983,2020,"$3,278,855",Derrick Henry,running-back,Titans,3278855,5407930
28,815000,2020,$0,Cornelius Lucas,left-tackle,Bears,0,815000
27,770000,2021,$0,Tyreek Burwell,left-tackle,Eagles,0,1540000
33,9500000,2020,"$11,500,000",Aqib Talib,cornerback,Rams,25500000,57000000
30,5000000,2020,"$5,000,000",Torrey Smith,wide-receiver,Panthers,5000000,15000000
26,5000000,2021,"$4,500,000",DeVante Parker,wide-receiver,Dolphins,4500000,10000000
22,648644,2023,"$74,576",Javon Patterson,center,Colts,74576,2594576
34,5251025,2021,"$5,250,525",Eric Weddle,safety,Rams,5250525,10502050
25,1755000,2022,$0,Elliot Fry,kicker,Bears,0,1755000
28,1000000,2020,"$195,000",Cairo Santos,kicker,Buccaneers,195000,1000000
24,2742355,2021,"$10,969,420",Jarrad Davis,inside-linebacker,Lions,10969420,10969420
25,2555411,2020,"$10,221,644",Darron Lee,inside-linebacker,Jets,10221644,10221644
27,2500000,2020,"$1,450,000",Deone Bucannon,inside-linebacker,Buccaneers,1450000,2500000
29,4500000,2020,$0,Mychal Kendricks,4-3-outside-linebacker,Seahawks,0,4500000
27,4000000,2020,"$3,000,000",Shaquil Barrett,4-3-outside-linebacker,Buccaneers,3000000,4000000
36,3750000,2020,"$1,600,000",Lorenzo Alexander,4-3-outside-linebacker,Bills,1600000,3750000
23,687538,2022,"$290,152",Michael Dickson,punter,Seahawks,290152,2750152
23,669389,2022,"$217,556",JK Scott,punter,Packers,217556,2677556
31,810000,2020,$0,Patrick Scales,long-snapper,Bears,0,810000
30,808750,,"$250,000",Josh Harris,long-snapper,Falcons,250000,3235000
27,845000,2020,"$15,000",Andrew Donnal,right-guard,Lions,15000,845000
24,842176,2022,"$793,704",Alex Cappa,right-guard,Buccaneers,793704,3368704
23,1683423,2022,"$4,243,305",Harold Landry,3-4-outside-linebacker,Titans,4243305,6733690
24,4106491,2021,"$16,425,962",Patrick Mahomes,quarterback,Chiefs,16425962,16425962
0,3604154,2023,"$14,416,614",Dwayne Haskins,quarterback,Redskins,14416614,14416614
33,1350000,2020,"$200,000",Kyle Love,4-3-defensive-tackle,Panthers,200000,1350000
25,570000,2020,$0,Jordan Simmons,left-guard,Seahawks,0,570000
24,7038596,2021,"$28,154,382",Solomon Thomas,defensive-line,49ers,28154382,28154382
27,2025000,2020,$0,Xavier Grimble,tight-end,Steelers,0,2025000
30,2000000,2020,"$350,000",Charles Clay,tight-end,Cardinals,350000,2000000
24,661313,2022,"$185,252",Duke Ejiofor,3-4-defensive-end,Texans,185252,2645252
24,658564,2022,"$174,256",Folorunso Fatukasi,3-4-defensive-end,Jets,174256,2634256
0,648893,2023,"$75,572",Chris Slayton,3-4-defensive-end,Giants,75572,2595572
0,850529,2020,$0,Trey Pipkins,right-tackle,Chargers,0,3402116
31,805000,2020,$0,Michael Ola,right-tackle,Saints,0,805000
0,1340058,2020,$0,Miles Sanders,running-back,Eagles,0,5360230
28,1305000,2020,"$150,000",Spencer Ware,running-back,Colts,150000,1305000
24,746605,2021,"$586,420",Julie’n Davenport,left-tackle,Texans,586420,2986420
28,720000,2020,$0,John Wetzel,left-tackle,Falcons,0,720000
31,9050000,2021,"$3,000,000",Richard Sherman,cornerback,49ers,3000000,27150000
26,9000000,2023,"$16,000,000",Justin Coleman,cornerback,Lions,19000000,36000000
29,5000000,2020,"$4,000,000",Randall Cobb,wide-receiver,Cowboys,4000000,5000000
25,4937514,2021,"$19,750,056",Mike Williams,wide-receiver,Chargers,19750056,19750056
28,645000,2020,$0,Jon Halapio,center,Giants,0,645000
26,645000,2020,$0,Matt Skura,center,Ravens,0,645000
25,645000,2020,$0,Cole Toner,center,Chargers,0,645000
36,5000000,2020,"$3,250,000",Tramon Williams,safety,Packers,3250000,10000000
28,4875000,2021,"$4,000,000",Shawn Williams,safety,Bengals,4000000,19500000
31,1000000,2020,"$250,000",Dan Bailey,kicker,Vikings,250000,1000000
25,711443,2023,"$325,772",Matt Gay,kicker,Buccaneers,325772,2845772
29,2500000,2021,"$1,000,000",Adarius Taylor,inside-linebacker,Browns,1000000,5000000
25,2258892,2021,"$7,677,444",Reuben Foster,inside-linebacker,Redskins,7677444,9035568
27,3623807,2020,"$14,495,228",Vic Beasley,4-3-outside-linebacker,Falcons,14495228,14495228
29,3400000,2020,"$3,200,000",Barkevious Mingo,4-3-outside-linebacker,Seahawks,3200000,6800000
24,669389,2022,"$217,556",Johnny Townsend,punter,Raiders,217556,2677556
27,645000,2020,$0,Matt Wile,punter,Vikings,0,645000
24,632906,2022,"$71,624",Logan Cooke,punter,Jaguars,71624,2531624
26,720000,2020,$0,Kameron Canaday,long-snapper,Steelers,0,720000
27,720000,2020,$0,Rick Lovato,long-snapper,Eagles,0,720000
0,814985,2023,"$739,940",Dru Samia,right-guard,Vikings,739940,3259940
30,805000,2020,$0,Don Barclay,right-guard,Broncos,0,805000
31,1666667,2020,"$1,000,000",Dekoda Watson,3-4-outside-linebacker,Broncos,1000000,5000000
25,1437410,2020,"$3,542,903",Kamalei Correa,3-4-outside-linebacker,Titans,3542903,5749638
24,3463621,2021,"$13,854,482",Deshaun Watson,quarterback,Texans,13854482,13854482
24,1308410,2020,"$3,144,173",A’Shawn Robinson,4-3-defensive-tackle,Lions,3144173,5233638
27,1222409,2020,"$2,878,356",Jarran Reed,4-3-defensive-tackle,Seahawks,2878356,4889636
27,570000,2020,$0,Aaron Neary,left-guard,Rams,0,570000
28,562500,2020,$0,Brandon Thomas,left-guard,Jaguars,0,1125000
37,7000000,2020,"$700,000",Terrell Suggs,defensive-line,Cardinals,7000000,7000000
29,1850000,2021,"$1,900,000",Derek Carrier,tight-end,Raiders,0,5550000
24,1652981,2022,"$4,149,214",Mike Gesicki,tight-end,Dolphins,4149214,6611924
24,645000,2020,$0,Isaac Rochell,3-4-defensive-end,Chargers,0,645000
28,645000,2020,$0,Bronson Kaufusi,3-4-defensive-end,Jets,0,645000
26,645000,2020,$0,Roy Robertson-Harris,3-4-defensive-end,Bears,0,645000
26,785683,2020,"$733,732",Le’Raven Clark,right-tackle,Colts,733732,3142732
23,765698,2022,"$602,792",Will Richardson,right-tackle,Jaguars,602792,3062792
22,1135484,2022,"$2,473,224",Derrius Guice,running-back,Redskins,2473224,4541936
26,717622,2020,"$530,488",Jerald Hawkins,left-tackle,Steelers,530488,2870488
24,686921,2022,"$287,684",Tyrell Crosby,left-tackle,Lions,287684,2747684
30,9000000,2020,"$5,750,000",Joe Haden,cornerback,Steelers,5750000,27000000
30,9000000,2021,"$18,000,000",Prince Amukamara,cornerback,Bears,18000000,27000000
26,4500000,2021,"$3,500,000",Donte Moncrief,wide-receiver,Steelers,3500000,9000000
34,4500000,2020,"$4,250,000",Danny Amendola,wide-receiver,Lions,4250000,4500000
24,645000,2020,$0,Cameron Tom,center,Saints,0,645000
26,645000,2020,$0,Lucas Patrick,center,Packers,0,645000
28,4500000,2020,"$6,000,000",D.J. Swearinger,safety,Cardinals,9000000,13500000
29,4500000,2021,"$5,500,000",Bradley McDougald,safety,Seahawks,6500000,13500000
0,695114,2023,"$260,456",Austin Seibert,kicker,Browns,260456,2780456
24,645000,2020,$0,Harrison Butker,kicker,Chiefs,0,645000
30,2000000,2020,"$500,000",Mason Foster,inside-linebacker,Redskins,500000,4000000
29,2000000,2020,"$1,000,000",Daren Bates,inside-linebacker,Titans,1000000,6000000
25,3369543,2021,"$13,478,172",Haason Reddick,4-3-outside-linebacker,Cardinals,13478172,13478172
28,3175000,2020,"$2,800,000",Christian Jones,4-3-outside-linebacker,Lions,2800000,6350000
26,605002,2020,"$80,008",Riley Dixon,punter,Giants,80008,2420008
27,603949,2020,"$75,796",Lachlan Edwards,punter,Jets,75796,2415796
27,720000,2020,$0,Tyler Ott,long-snapper,Seahawks,0,720000
27,720000,2020,$0,Luke Rhodes,long-snapper,Colts,0,720000
25,805000,,$0,Chaz Green,right-guard,Raiders,0,805000
0,804383,2023,"$697,532",Ben Powers,right-guard,Ravens,697532,3217532
24,1393877,2021,"$3,378,326",Tyus Bowser,3-4-outside-linebacker,Ravens,3378326,5575506
25,1331181,2021,"$3,184,557",Ryan Anderson,3-4-outside-linebacker,Redskins,3184557,5324722
34,3350000,2020,"$5,115,000",Chad Henne,quarterback,Chiefs,5115000,6700000
35,3250000,2020,"$4,150,000",Drew Stanton,quarterback,Browns,4150000,6500000
0,1219549,2020,$0,Trysten Hill,4-3-defensive-tackle,Cowboys,0,4878196
24,1176071,2022,"$2,675,127",P.J. Hall,4-3-defensive-tackle,Raiders,2675127,4704282
0,540000,2021,$0,Cole Boozer,left-guard,Buccaneers,0,1080000
27,540000,2021,$0,Jordan Morgan,left-guard,Jets,0,1080000
24,6468418,2021,"$25,873,672",Joey Bosa,defensive-line,Chargers,25873672,25873672
25,1595077,2020,"$4,030,238",Hunter Henry,tight-end,Chargers,4030238,6380308
25,1511112,2021,"$3,740,708",Gerald Everett,tight-end,Rams,3740708,6044448
25,645000,2020,$0,Morgan Fox,3-4-defensive-end,Rams,0,645000
25,641198,2021,"$164,792",Tanzel Smart,3-4-defensive-end,Rams,164792,2564792
27,720000,2020,$0,Ian Silberman,right-tackle,Panthers,0,720000
26,720000,2020,$0,Leonard Wester,right-tackle,Jaguars,0,720000
24,1100000,2020,$0,Kareem Hunt,running-back,Browns,0,1100000
31,1020000,2020,"$735,000",Anthony Sherman,running-back,Chiefs,735000,1020000
23,676251,2022,"$245,004",Jamarco Jones,left-tackle,Seahawks,245004,2705004
27,675000,2020,$0,Rees Odhiambo,left-tackle,Cardinals,0,1350000
25,8600000,2023,"$13,000,000",Tavon Young,cornerback,Ravens,13000000,25800000
26,8500000,2022,"$7,500,000",Steven Nelson,cornerback,Steelers,7500000,25500000
24,4278966,2021,"$17,115,864",John Ross,wide-receiver,Bengals,17115864,17115864
25,644602,2022,"$118,408",Bradley Bozeman,center,Ravens,118408,2578408
26,636795,2021,"$147,180",Chase Roullier,center,Redskins,147180,2547180
28,4250000,2021,"$6,500,000",Duron Harmon,safety,Patriots,6500000,17000000
23,4111942,2022,"$16,447,768",Minkah Fitzpatrick,safety,Dolphins,16447768,16447768
24,645000,2020,$0,Jake Elliott,kicker,Eagles,0,645000
25,645000,2020,$0,Aldrick Rosas,kicker,Giants,0,645000
29,1833333,2022,"$1,900,000",L.J. Fort,inside-linebacker,Eagles,1900000,5500000
0,1723492,2023,"$4,337,158",Jahlani Tavai,inside-linebacker,Lions,4337158,6893968
26,2917500,2021,"$2,555,000",Damien Wilson,4-3-outside-linebacker,Chiefs,2555000,5835000
29,2750000,2020,"$1,500,000",Lerentee McCray,4-3-outside-linebacker,Jaguars,1500000,5500000
23,585667,2022,"$2,000",Ian Berryman,punter,Steelers,0,1757000
0,648645,2020,$0,Austin Cutting,long-snapper,Vikings,0,2594580
25,645000,2020,$0,Colin Holba,long-snapper,49ers,0,1200000
0,792702,2023,"$650,808",Wes Martin,right-guard,Redskins,650808,3170808
25,696083,2023,"$324,332",Cole Madison,right-guard,Packers,324332,2784332
0,1073441,2023,"$1,142,736",Zach Allen,3-4-outside-linebacker,Cardinals,1142736,4293762
33,3250000,2020,"$2,000,000",Colt McCoy,quarterback,Redskins,2000000,6500000
25,976788,2021,"$981,564",Larry Ogunjobi,4-3-defensive-tackle,Browns,981564,3907152
23,930600,2022,"$959,400",Derrick Nnadi,4-3-defensive-tackle,Chiefs,959400,3745600
0,540000,2021,$0,Connor Hilland,left-guard,Dolphins,0,1080000
28,6000000,2022,"$6,805,000",Alex Okafor,defensive-line,Chiefs,8805000,18000000
29,5933333,2021,"$6,500,000",Denico Autry,defensive-line,Colts,6500000,17800000
33,1500000,2020,"$100,000",Darren Fells,tight-end,Texans,100000,1500000
25,1477629,2021,"$3,637,216",Adam Shaheen,tight-end,Bears,3637216,5910516
24,635170,2022,"$80,680",Zach Sieler,3-4-defensive-end,Ravens,80680,2540680
26,615000,2021,$0,Caushaud Lyons,3-4-defensive-end,Broncos,0,1230000
0,696131,2020,$0,David Edwards,right-tackle,Rams,0,2784524
26,1000000,2020,"$300,000",Isaiah Crowell,running-back,Raiders,300000,1000000
23,674887,2023,"$179,548",Justin Skule,left-tackle,49ers,179548,2699548
30,8500000,2020,"$10,000,000","Chris Harris, Jr.",cornerback,Broncos,24000000,42500000
28,8500000,2022,"$18,000,000",Aaron Colvin,cornerback,Texans,18000000,34000000
30,4000000,2020,"$3,000,000",Travis Benjamin,wide-receiver,Chargers,3000000,4000000
26,4000000,2020,"$4,000,000",Breshad Perriman,wide-receiver,Buccaneers,4000000,4000000
23,633284,2022,"$73,136",Will Clapp,center,Saints,73136,2533136
29,4000000,2021,"$4,690,000",Daniel Sorensen,safety,Chiefs,7940000,16000000
29,4000000,2020,"$1,500,000",Rodney McLeod,safety,Eagles,1500000,4000000
24,637800,2022,"$91,200",Jason Sanders,kicker,Dolphins,91200,2551200
